V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,target
-3.365,-3.862,-0.742,-1.26,-3.2039999999999997,-0.11599999999999999,0.608,1.3219999999999998,-2.292,0.042,-1.839,-0.126,-3.3289999999999997,1.525,0.7020000000000001,-1.969,0.389,0.187,0.076,0.556,-1.905,-1.641,0.872,0.33299999999999996,2.4219999999999997,0.44,-0.332,-0.23199999999999998,-0.45,-1.57,-0.205,-1.2819999999999998,-0.161,-0.04,0.048,0.07200000000000001,-0.542,0.48700000000000004,-2.908
-1.165,-0.675,-0.7829999999999999,-1.207,-1.147,-0.184,0.61,1.158,-0.285,0.042,-2.552,-0.096,-1.3219999999999998,0.14400000000000002,1.052,-1.8,0.081,-0.366,0.07200000000000001,1.016,-1.043,-0.5820000000000001,0.872,0.33299999999999996,2.423,0.773,-1.18,0.182,-0.455,-1.1909999999999998,0.6709999999999999,-1.13,0.6729999999999999,-0.04,0.048,-0.052000000000000005,-2.562,0.004,-1.278
0.10400000000000001,-0.155,-0.784,-0.551,-0.43200000000000005,-1.13,0.7,1.143,0.027000000000000003,0.042,-1.426,-1.996,-0.586,1.589,1.3630000000000002,-1.294,0.081,-0.366,0.075,1.504,-0.004,-1.879,0.872,0.342,2.415,0.616,-1.232,0.142,1.517,-0.84,-0.22399999999999998,-0.261,0.081,-0.04,0.048,0.364,-1.636,-1.3559999999999999,-0.851
-0.956,-0.591,-0.34299999999999997,-0.469,-1.7819999999999998,-0.152,0.9640000000000001,1.129,-0.273,0.042,0.10800000000000001,0.053,-1.28,0.6779999999999999,1.581,-0.847,0.081,-0.366,0.079,1.4040000000000001,0.33,-0.8029999999999999,0.872,0.336,2.415,0.41100000000000003,-1.146,0.214,1.5219999999999998,-0.826,-0.389,-0.608,0.03,-0.04,0.048,0.364,0.385,-0.8420000000000001,-1.198
-0.35600000000000004,0.022000000000000002,-0.44299999999999995,-0.512,-1.515,-0.322,1.109,1.2919999999999998,0.483,0.042,-1.131,-0.301,-0.8109999999999999,1.626,1.575,-1.196,0.40399999999999997,-0.366,0.057999999999999996,1.124,0.6679999999999999,-1.5019999999999998,0.872,0.33899999999999997,2.421,0.27699999999999997,-0.799,0.306,-0.456,-1.321,-0.608,-0.006,-0.9,-0.04,0.048,0.364,-0.71,-1.022,-0.27899999999999997
-0.35600000000000004,-0.778,-0.775,-0.27699999999999997,-0.11699999999999999,-0.153,1.195,1.2919999999999998,-0.281,0.042,0.932,-0.005,-0.552,0.727,1.712,-0.958,0.526,0.165,0.068,1.093,-0.004,-0.684,0.872,0.34600000000000003,2.423,-0.18100000000000002,-0.905,0.027999999999999997,-0.45899999999999996,-0.975,0.159,0.01,0.32299999999999995,-0.04,0.048,0.364,0.23199999999999998,0.883,0.015
0.25,0.09699999999999999,-1.053,-0.124,0.649,-0.217,1.064,1.39,-0.511,0.042,-0.073,-0.264,-0.598,1.391,1.744,-0.958,0.177,0.342,0.057,1.432,-0.057999999999999996,-1.389,0.872,0.345,0.5579999999999999,-0.858,-0.9279999999999999,0.304,-0.451,-0.542,0.059000000000000004,-0.084,0.32299999999999995,-0.04,0.048,0.364,0.386,0.185,0.48
1.065,0.7929999999999999,-0.524,-0.133,0.797,-0.579,1.145,1.39,0.774,0.042,0.16699999999999998,-0.8420000000000001,1.07,1.402,1.72,0.099,0.209,0.43,0.07400000000000001,1.672,0.132,-1.327,0.872,0.345,-1.1909999999999998,-1.361,-1.0290000000000001,0.478,-0.455,0.5479999999999999,-0.336,0.363,-0.5329999999999999,-0.04,0.048,0.364,0.075,-1.084,0.843
0.982,0.8370000000000001,-0.5489999999999999,-0.032,0.6779999999999999,-0.235,1.276,1.39,0.945,0.042,0.406,-0.034,1.062,0.47,1.758,0.8009999999999999,0.598,0.165,0.07200000000000001,1.004,0.038,-0.474,0.872,0.35100000000000003,-1.1909999999999998,-1.476,-1.127,0.446,-0.452,0.5479999999999999,-0.069,0.386,-0.134,-0.04,0.048,0.364,0.45399999999999996,-0.495,0.961
0.45399999999999996,0.233,-0.996,-0.078,0.6559999999999999,-0.753,1.135,1.454,0.358,0.042,0.23399999999999999,-1.349,0.76,1.43,1.797,1.0170000000000001,0.507,0.165,0.079,1.4180000000000001,-0.38799999999999996,-1.409,0.872,0.35100000000000003,-1.19,-1.557,-1.006,0.39,-0.45399999999999996,1.1,-0.223,0.36,1.689,-0.04,0.048,0.364,1.023,-0.027999999999999997,0.318
0.992,0.956,-0.7340000000000001,-0.004,0.85,-0.894,1.139,1.454,0.958,0.042,0.048,-1.669,1.455,1.615,1.875,1.32,0.495,0.165,0.077,1.06,-0.292,-1.6369999999999998,0.872,0.35,-1.1909999999999998,-1.672,-1.1,0.447,-0.452,1.479,-0.139,0.7240000000000001,0.45299999999999996,-0.04,0.048,0.364,-0.092,-0.359,0.639
0.7290000000000001,0.633,-0.8290000000000001,-0.017,0.757,-0.359,1.156,1.436,0.478,0.042,0.524,-0.307,1.339,0.688,1.93,1.6030000000000002,0.545,0.165,0.063,1.093,-0.371,-0.63,1.068,0.34299999999999997,-1.1909999999999998,-1.5919999999999999,-0.934,0.293,-0.45399999999999996,1.605,0.040999999999999995,0.634,0.72,-0.04,0.048,0.364,0.235,0.361,0.498
0.634,0.45299999999999996,-1.063,-0.09300000000000001,0.63,-0.469,1.056,1.422,0.242,0.042,-0.141,-0.53,1.172,1.222,1.935,1.6030000000000002,0.381,0.165,0.071,0.774,-0.657,-1.147,1.068,0.345,-1.19,-1.7169999999999999,-0.711,0.217,-0.45299999999999996,1.324,0.21899999999999997,0.264,0.28300000000000003,-0.04,0.048,0.364,0.02,0.33299999999999996,0.473
0.5529999999999999,0.391,-0.9440000000000001,-0.268,0.266,-0.07400000000000001,1.0190000000000001,1.4080000000000001,0.057,0.042,-0.0,0.28800000000000003,0.927,0.168,1.963,1.3769999999999998,0.163,0.165,0.078,1.166,-0.897,-0.23800000000000002,1.068,0.34600000000000003,-1.1909999999999998,-1.821,-0.885,0.198,-0.45,0.93,0.35200000000000004,0.185,1.16,-0.04,0.048,0.364,-0.244,-0.037000000000000005,0.36
0.027999999999999997,-0.055,-1.176,-0.3,-0.057,-0.307,0.919,1.327,-0.8370000000000001,0.042,-0.41700000000000004,-0.317,0.551,0.9990000000000001,1.9240000000000002,0.866,-0.064,0.165,0.073,1.361,-1.32,-1.002,0.987,0.33399999999999996,-1.1909999999999998,-1.874,-0.8009999999999999,0.128,-0.455,0.698,0.318,-0.282,1.29,-0.04,0.048,0.364,0.145,-0.215,-0.141
0.34700000000000003,0.23399999999999999,-1.081,-0.40399999999999997,-0.053,-0.196,0.867,1.327,0.201,0.042,-0.157,-0.04,0.489,0.9059999999999999,1.837,0.82,-0.026000000000000002,0.165,0.065,0.7340000000000001,-1.123,-0.865,0.872,0.348,-1.1909999999999998,-1.776,-0.557,0.171,-0.45399999999999996,0.33399999999999996,0.171,0.012,0.813,-0.04,0.048,0.364,-0.257,0.33399999999999996,-0.098
0.385,0.272,-0.79,-0.467,-0.24,-0.508,0.878,1.272,-0.22899999999999998,0.042,-0.478,-0.617,0.185,1.5130000000000001,1.828,0.264,-0.032,-0.366,0.059000000000000004,1.198,-1.13,-1.311,0.872,0.349,-1.1909999999999998,-1.6669999999999998,-0.265,0.249,-0.45399999999999996,-0.002,-0.667,0.054000000000000006,-0.638,-0.04,0.048,0.364,-0.5870000000000001,-0.782,0.018000000000000002
-0.147,0.081,-0.7859999999999999,-0.41600000000000004,-0.65,0.128,0.9740000000000001,1.27,0.10400000000000001,0.042,0.42200000000000004,0.7120000000000001,-0.271,1.4709999999999999,1.834,0.264,0.16,0.165,0.078,0.47,-1.264,-1.008,0.872,0.342,-1.1909999999999998,-1.403,0.473,0.151,-0.45299999999999996,-0.41700000000000004,-0.332,0.24600000000000002,-0.34600000000000003,-0.04,0.048,0.364,-0.387,0.209,-0.35
-2.165,-2.707,-1.6909999999999998,-0.499,-1.632,-0.068,0.821,1.2690000000000001,-1.992,0.042,0.069,0.165,-1.857,0.105,1.713,-0.44799999999999995,-0.037000000000000005,0.165,0.062,1.4,-1.889,-0.27399999999999997,0.872,0.355,-1.1909999999999998,-1.263,-0.847,-0.474,-0.452,-0.555,0.11699999999999999,-1.13,0.376,-0.04,0.048,0.364,1.001,1.81,-2.526
-0.9490000000000001,-1.093,-1.517,-0.545,-0.838,-0.07,0.621,1.166,-1.2770000000000001,0.042,-2.571,0.055999999999999994,-0.8240000000000001,1.766,1.8359999999999999,-0.51,-0.695,0.165,0.156,1.151,-1.7480000000000002,-1.621,0.872,0.355,-0.865,-1.27,-0.493,0.013999999999999999,0.525,-0.22699999999999998,-0.547,-1.431,-0.431,-0.035,0.048,0.364,-2.3209999999999997,-0.21899999999999997,-0.977
-1.119,-0.6920000000000001,-1.054,-0.637,-1.149,-0.01,0.6679999999999999,1.166,-0.5760000000000001,0.042,-0.45799999999999996,0.376,-1.248,1.569,1.742,-0.516,-0.46399999999999997,0.165,0.177,0.715,-2.11,-1.11,0.872,0.34299999999999997,0.8240000000000001,-1.245,0.14400000000000002,-0.087,-0.45,-0.763,-0.27399999999999997,-0.65,-0.113,0.017,0.048,0.364,-1.22,0.711,-1.0859999999999999
-1.5119999999999998,-1.493,-1.4780000000000002,-0.78,-0.88,0.036000000000000004,0.58,1.121,-1.631,0.042,-1.2570000000000001,0.392,-1.361,1.5119999999999998,1.7930000000000001,-0.879,-0.509,0.165,0.166,0.608,-2.2430000000000003,-1.1420000000000001,0.872,0.344,0.8240000000000001,-1.2919999999999998,-0.064,-0.165,-0.451,-0.894,0.038,-1.2819999999999998,0.349,0.075,0.048,0.364,-0.87,0.556,-1.149
-0.747,-0.376,-1.268,-0.78,-0.41700000000000004,-0.01,0.55,1.078,-1.028,0.042,-0.852,0.326,-0.345,-0.33299999999999996,1.819,-0.879,-0.705,0.165,0.256,1.367,-2.165,-0.009000000000000001,0.872,0.344,0.826,-1.4409999999999998,-1.0659999999999998,0.042,-0.45299999999999996,-0.605,1.3219999999999998,-0.799,-0.72,0.132,0.048,0.364,-1.2830000000000001,0.32,-0.765
-0.7709999999999999,-1.172,-1.726,-0.762,-0.537,-0.331,0.41200000000000003,1.048,-1.2830000000000001,0.042,-1.044,-0.369,-0.589,0.8909999999999999,1.8619999999999999,-0.79,-0.7959999999999999,-0.18899999999999997,0.253,1.162,-2.18,-0.9309999999999999,0.872,0.345,0.826,-1.5419999999999998,-0.615,-0.052000000000000005,-0.449,-0.605,-0.47200000000000003,-0.937,0.395,0.132,0.10400000000000001,0.364,-0.16399999999999998,0.596,-1.317
0.026000000000000002,-0.086,-1.193,-0.727,-0.13699999999999998,-0.613,0.483,0.932,-0.59,0.042,-0.745,-0.8809999999999999,0.017,1.643,1.939,-0.475,-0.6829999999999999,-0.366,0.254,0.7240000000000001,-1.63,-1.585,0.872,0.33799999999999997,0.823,-1.689,-0.213,0.24600000000000002,-0.452,-0.213,-0.023,-0.534,-0.518,0.19,0.10400000000000001,0.364,-0.971,-0.831,-0.583
-0.493,-0.7859999999999999,-1.547,-0.9309999999999999,-0.44,-0.237,0.568,0.932,-0.466,0.042,1.05,-0.289,-0.5,0.993,2.003,-0.446,-0.337,-0.366,0.245,0.9590000000000001,-1.052,-0.987,0.872,0.355,0.823,-1.459,-0.188,-0.111,-0.455,-0.32799999999999996,-0.022000000000000002,-0.065,0.086,0.19,0.16,0.364,1.036,1.202,-2.187
0.08,-0.22699999999999998,-1.298,-1.162,-0.213,-0.204,0.603,0.971,-0.168,0.042,-1.4140000000000001,-0.187,-0.071,1.216,2.001,-0.266,-0.469,-0.366,0.255,0.5379999999999999,-0.21,-1.153,0.51,0.35100000000000003,0.823,-1.183,0.05,0.13,-0.45399999999999996,-0.32799999999999996,0.645,-0.479,0.35700000000000004,0.19,0.16,0.364,-1.32,0.10400000000000001,-1.135
0.284,0.065,-0.924,-0.654,-0.32899999999999996,-0.569,0.695,0.986,-0.002,0.042,-1.52,-0.657,0.099,1.3630000000000002,1.8840000000000001,-0.264,-0.23600000000000002,-0.366,0.244,1.011,0.09,-1.308,0.51,0.33899999999999997,0.8220000000000001,-0.948,-0.055,0.205,-0.449,-0.282,0.064,-0.155,0.7340000000000001,0.19,0.16,0.364,-2.003,-0.8290000000000001,-0.608
0.37799999999999995,0.10800000000000001,-0.867,-0.307,-0.21100000000000002,-0.353,0.87,0.996,0.284,0.042,0.141,-0.478,-0.31,0.988,1.818,-0.255,-0.018000000000000002,-0.366,0.25,0.675,0.40299999999999997,-0.97,0.51,0.344,0.8220000000000001,-0.858,-0.215,0.28300000000000003,-0.447,-0.467,0.381,-0.002,0.521,0.19,0.16,0.364,-0.22,-0.294,-0.363
0.409,0.067,-0.46799999999999997,-0.276,-0.6609999999999999,-1.085,1.021,1.0959999999999999,0.475,0.042,0.5479999999999999,-1.6219999999999999,-0.348,1.43,1.729,-0.562,0.091,-0.366,0.252,1.043,0.6990000000000001,-1.225,0.6609999999999999,0.344,0.8220000000000001,-0.9470000000000001,-0.17,0.2,1.526,-0.687,0.504,0.158,0.586,0.19,0.16,0.364,0.264,-1.4280000000000002,0.032
0.113,0.085,-0.691,-0.10400000000000001,-0.491,-0.294,1.117,1.0959999999999999,0.175,0.042,-0.128,-0.32299999999999995,-0.39799999999999996,1.733,1.735,-0.562,0.377,0.165,0.24600000000000002,1.2919999999999998,0.278,-1.58,0.872,0.35100000000000003,0.8240000000000001,-1.063,-0.107,0.28600000000000003,1.526,-0.8640000000000001,0.14300000000000002,-0.006,-0.113,0.19,0.16,0.364,0.35700000000000004,-0.597,0.34
-0.10300000000000001,0.017,-0.6729999999999999,-0.121,-0.5529999999999999,-0.319,1.237,1.2209999999999999,0.075,0.042,0.9159999999999999,-0.22,-0.602,1.499,1.854,-0.821,0.45799999999999996,0.165,0.252,1.129,-0.41200000000000003,-1.1540000000000001,0.51,0.344,0.821,-1.193,-0.08199999999999999,0.182,1.526,-0.924,-0.7879999999999999,0.051,-0.71,0.19,0.16,0.364,0.782,0.114,0.08900000000000001
-0.247,-0.243,-0.945,-0.188,-0.111,-0.152,1.274,1.296,-0.037000000000000005,0.042,0.228,0.069,-0.233,1.135,1.996,-0.797,0.386,0.165,0.442,0.878,-0.718,-0.883,0.51,0.33899999999999997,0.42,-1.288,-0.28300000000000003,0.09,1.5219999999999998,-0.8029999999999999,-0.44,0.204,-0.318,0.419,0.16,0.364,-0.131,0.633,-0.335
-0.44799999999999995,-0.698,-1.143,-0.345,0.45,-0.14,1.197,1.349,-0.693,0.042,-1.3980000000000001,0.075,-0.075,1.2109999999999999,1.87,-0.792,0.005,0.165,0.44299999999999995,1.2890000000000001,-1.171,-0.966,0.872,0.349,-0.18,-1.337,-0.7090000000000001,0.154,-0.456,-0.474,-0.364,-0.47200000000000003,-0.29600000000000004,0.419,0.16,0.364,-0.809,0.21600000000000003,-0.257
0.03,-0.257,-1.135,-0.40399999999999997,0.39299999999999996,-0.23800000000000002,1.159,1.351,-0.364,0.042,-0.584,-0.214,0.524,0.45899999999999996,1.96,0.055,-0.083,0.165,0.43799999999999994,1.653,-1.199,-0.5660000000000001,0.721,0.35100000000000003,-1.1909999999999998,-1.51,-1.526,0.174,-0.456,-0.408,0.391,-0.451,0.502,0.419,0.16,0.364,-0.361,0.134,-0.212
0.066,-0.028999999999999998,-1.3459999999999999,-0.41600000000000004,0.37799999999999995,-0.462,0.981,1.351,-0.391,0.042,-0.242,-1.127,0.8370000000000001,1.6669999999999998,1.9240000000000002,0.055,-0.133,0.165,0.426,1.587,-1.229,-1.7180000000000002,0.51,0.344,-1.1909999999999998,-1.8419999999999999,-1.286,0.099,-0.457,0.649,0.075,-0.16699999999999998,0.179,0.419,0.16,0.364,-0.163,0.539,-0.302
0.634,0.44799999999999995,-0.8859999999999999,-0.414,0.602,-0.966,0.9840000000000001,1.307,0.193,0.042,-0.09300000000000001,-1.329,1.157,1.022,1.925,0.838,-0.303,-0.366,0.441,1.5490000000000002,-1.198,-0.9329999999999999,0.872,0.341,-1.19,-1.9369999999999998,-1.1840000000000002,0.3,-0.456,0.9570000000000001,-0.11800000000000001,-0.17,0.062,0.419,0.16,0.364,-0.10800000000000001,-0.53,0.344
0.436,0.18600000000000003,-1.046,-0.4,0.41200000000000003,-0.366,0.995,1.314,0.073,0.042,0.21,-0.295,0.8420000000000001,0.8640000000000001,1.84,0.85,-0.054000000000000006,0.165,0.428,1.444,-1.3219999999999998,-0.754,0.872,0.342,-1.1909999999999998,-2.032,-1.037,0.145,-0.45799999999999996,0.67,-0.498,0.017,-0.415,0.419,0.16,0.364,-0.043,0.33299999999999996,0.41600000000000004
0.078,-0.009000000000000001,-1.169,-0.48200000000000004,0.099,-0.121,0.98,1.318,-0.157,0.042,0.087,0.207,0.569,-0.65,1.865,0.7340000000000001,-0.134,0.165,0.435,1.755,-1.52,0.251,0.51,0.34,-1.1909999999999998,-2.002,-1.7630000000000001,0.11900000000000001,-0.457,0.611,0.16399999999999998,-0.231,0.485,0.419,0.16,0.364,0.057999999999999996,0.341,-0.11699999999999999
-0.32899999999999996,-0.835,-1.695,-0.888,-0.384,-1.055,0.74,1.2590000000000001,-1.1540000000000001,0.042,-0.77,-2.248,-0.444,1.7280000000000002,1.778,0.618,-0.504,0.032,0.44,1.3619999999999999,-1.9169999999999998,-1.8559999999999999,0.51,0.34,-1.1909999999999998,-1.9569999999999999,-1.117,0.015,-0.45399999999999996,0.5589999999999999,-0.174,-0.845,-0.065,0.419,0.16,0.364,-0.022000000000000002,0.253,-1.026
0.134,0.002,-1.057,-0.769,-0.21,-0.294,0.8029999999999999,1.2590000000000001,-0.124,0.042,-0.94,-0.231,0.23800000000000002,1.09,1.8259999999999998,0.44799999999999995,-0.321,-0.366,0.45,1.104,-1.412,-0.912,0.51,0.33399999999999996,-1.1909999999999998,-1.8869999999999998,-0.631,0.08199999999999999,-0.449,0.07,-0.259,-0.449,0.568,0.419,0.16,0.364,-1.546,-0.254,-0.473
-0.183,-0.247,-1.325,-0.677,-0.174,-0.365,0.768,1.186,-0.547,0.042,-0.526,-0.442,0.168,1.6540000000000001,1.6909999999999998,0.396,-0.368,0.165,0.43700000000000006,0.847,-1.349,-1.4609999999999999,0.51,0.337,-1.1909999999999998,-1.7180000000000002,-0.52,0.054000000000000006,-0.45,-0.13,0.162,-0.37,-0.027000000000000003,0.419,0.16,0.364,-0.624,0.287,-0.514
0.25,0.198,-0.9390000000000001,-0.652,-0.35700000000000004,-0.27899999999999997,0.865,1.183,0.135,0.042,-0.21,-0.20600000000000002,0.203,1.272,1.693,-0.171,-0.327,0.165,0.43700000000000006,0.8370000000000001,-1.0590000000000002,-1.064,0.51,0.337,-0.713,-1.7069999999999999,-0.685,0.23600000000000002,-0.45399999999999996,-0.327,-0.015,-0.37,0.995,0.419,0.16,0.364,-0.506,-0.42700000000000005,-0.183
0.41200000000000003,0.41700000000000004,-0.815,-0.40399999999999997,-0.102,-0.631,0.9540000000000001,1.18,0.121,0.473,-0.252,-1.121,0.049,2.247,1.831,-0.515,-0.163,0.165,0.442,1.122,-1.0590000000000002,1.656,0.872,0.341,0.9690000000000001,-1.5290000000000001,-0.165,0.215,-0.45799999999999996,-0.34700000000000003,0.26899999999999996,0.204,0.293,0.419,0.16,0.364,-0.166,-0.64,-0.14400000000000002
0.309,0.331,-0.552,-0.486,-0.39299999999999996,-0.253,1.178,1.285,0.37200000000000005,0.904,-0.28800000000000003,-0.048,-0.43700000000000006,1.131,1.838,-0.515,0.11,0.165,0.441,0.715,-0.722,1.274,0.872,0.33299999999999996,1.124,-1.3969999999999998,-0.252,0.292,-0.45299999999999996,-0.624,1.248,0.335,0.932,0.419,0.16,0.364,-0.664,-0.71,0.58
0.391,0.297,-0.34600000000000003,-0.5820000000000001,-0.46799999999999997,-1.037,1.3019999999999998,1.285,0.363,0.904,0.077,-1.661,-0.495,1.905,1.834,-0.8029999999999999,0.285,0.165,0.168,0.8440000000000001,-0.9209999999999999,0.6920000000000001,0.872,0.33399999999999996,1.385,-1.273,-0.252,0.271,-0.45399999999999996,-0.894,0.68,0.41100000000000003,0.639,0.228,-0.065,0.364,0.428,-1.6740000000000002,-0.113
-0.038,-0.06,-0.168,-0.535,-1.099,-0.871,1.516,1.421,0.48700000000000004,1.101,-0.284,-0.8740000000000001,-0.721,1.5759999999999998,1.916,-0.8270000000000001,0.285,0.165,0.044000000000000004,1.237,-0.83,1.014,0.872,0.19,1.402,-0.912,-0.364,0.311,1.6030000000000002,-0.8740000000000001,0.602,0.32299999999999995,0.983,0.081,-0.065,0.364,-0.18,-1.548,-0.5710000000000001
-0.721,0.28,-0.406,-0.527,-1.253,-0.387,1.681,1.52,0.532,1.119,-0.542,-0.313,-1.2409999999999999,1.79,1.973,-1.081,0.675,0.165,-0.111,0.665,-0.568,0.828,0.872,0.159,1.402,-0.452,-0.063,0.34,-0.45899999999999996,-1.31,1.483,0.33399999999999996,0.9259999999999999,-0.155,-0.402,0.126,-0.503,-0.8690000000000001,-0.541
-0.192,0.387,-0.5479999999999999,-0.439,-0.912,-0.22399999999999998,1.756,1.59,0.599,1.335,-0.364,-0.113,-0.5720000000000001,1.547,2.136,-1.2409999999999999,0.731,0.165,-0.115,0.701,-0.19899999999999998,0.968,0.872,0.16399999999999998,1.402,-0.348,-0.057999999999999996,0.312,-0.45399999999999996,-1.189,0.932,0.465,0.557,-0.183,-0.42100000000000004,0.126,-0.667,-0.201,-0.094
0.191,0.159,-0.235,-0.295,-0.377,-0.10400000000000001,1.8019999999999998,1.7269999999999999,0.29600000000000004,1.335,0.08900000000000001,0.295,-0.45799999999999996,0.866,2.167,-1.2409999999999999,0.67,0.165,0.07200000000000001,0.47600000000000003,0.047,1.4880000000000002,0.872,0.162,1.402,-0.38799999999999996,-0.261,0.268,-0.45399999999999996,-0.8690000000000001,1.43,0.498,1.7530000000000001,-0.09699999999999999,-0.29,0.126,0.006999999999999999,-1.181,0.042
-0.067,-0.036000000000000004,-0.7859999999999999,-0.317,-0.166,0.052000000000000005,1.775,1.7269999999999999,0.10800000000000001,1.335,0.44799999999999995,0.552,-0.13,0.14800000000000002,2.093,-0.9590000000000001,0.58,0.165,0.505,1.078,-0.008,1.881,0.872,0.16699999999999998,1.402,-0.638,-0.419,0.231,-0.45799999999999996,-0.757,0.42200000000000004,0.26,0.418,-0.08800000000000001,-0.29,0.126,0.062,0.402,0.006999999999999999
-0.213,-0.43799999999999994,-1.068,-0.358,0.136,-0.402,1.5830000000000002,1.7890000000000001,-0.384,1.335,-0.948,-0.541,-0.14400000000000002,1.9780000000000002,2.055,-0.7120000000000001,0.179,0.43,0.617,1.205,-0.43,0.557,0.872,0.151,0.41600000000000004,-1.035,-0.038,0.22399999999999998,-0.452,-0.625,-0.654,-0.298,0.13699999999999998,0.648,1.3969999999999998,0.126,-0.342,-0.19399999999999998,-0.16899999999999998
0.11599999999999999,0.175,-0.93,-0.40399999999999997,0.332,-0.01,1.6019999999999999,1.7790000000000001,0.049,1.335,-0.397,0.276,0.408,0.21600000000000003,1.8940000000000001,-0.597,0.244,0.43,0.628,1.297,-0.35200000000000004,1.704,0.872,0.17,0.41600000000000004,-1.3780000000000001,-0.642,0.188,-0.457,-0.441,-0.358,0.16899999999999998,0.54,0.648,1.3969999999999998,0.126,-0.40700000000000003,0.259,-0.037000000000000005
0.402,0.37,-0.6890000000000001,-0.42700000000000005,0.45,-1.133,1.574,1.7719999999999998,0.308,1.335,-0.41700000000000004,-2.104,0.637,2.013,2.0540000000000003,-0.018000000000000002,0.172,0.43,0.071,1.178,-0.179,0.524,0.872,0.16899999999999998,0.39299999999999996,-1.5330000000000001,-0.35,0.373,-0.456,0.37200000000000005,-0.076,0.115,-0.005,-0.04,-0.065,0.126,-0.52,-1.193,0.603
0.321,0.047,-0.732,-0.486,0.426,-0.331,1.6740000000000002,1.811,0.40399999999999997,1.335,0.7879999999999999,-0.292,0.48700000000000004,1.2009999999999998,2.0069999999999997,0.359,0.526,0.165,0.07,0.866,-0.282,1.1440000000000001,0.9540000000000001,0.17300000000000001,0.192,-1.555,-0.252,0.132,-0.45399999999999996,0.37200000000000005,-0.063,0.39899999999999997,0.5329999999999999,-0.04,-0.065,0.126,0.546,0.7040000000000001,0.098
0.324,0.319,-1.085,-0.501,0.8859999999999999,-0.359,1.601,1.811,-0.039,1.335,-0.124,-0.585,0.562,1.706,2.069,0.588,0.473,0.165,0.064,0.748,-0.14300000000000002,0.708,1.068,0.175,-0.166,-1.695,-0.146,0.21,-0.45399999999999996,0.39799999999999996,-0.027000000000000003,0.11800000000000001,0.46399999999999997,-0.04,-0.065,0.126,0.034,0.47100000000000003,0.157
0.8909999999999999,0.8390000000000001,-0.7709999999999999,-0.522,0.853,-0.293,1.605,1.825,0.654,1.335,0.292,-0.182,0.821,1.123,1.983,0.664,0.225,0.165,0.07,0.9209999999999999,-0.017,1.136,0.872,0.16399999999999998,-1.1909999999999998,-1.778,-0.248,0.355,-0.455,0.63,0.624,0.29600000000000004,0.265,-0.04,-0.065,0.126,-0.483,0.095,0.6
0.948,0.7829999999999999,-0.551,-0.5539999999999999,0.629,-0.993,1.646,1.845,0.851,1.335,0.052000000000000005,-1.517,0.9209999999999999,1.3319999999999999,2.187,0.9179999999999999,0.426,0.165,0.07400000000000001,0.6609999999999999,0.212,1.0,0.872,0.16399999999999998,-1.19,-1.778,-0.191,0.39,-0.455,0.768,0.561,0.608,0.71,-0.04,-0.065,0.126,0.024,-0.752,0.7240000000000001
0.685,0.546,-0.799,-0.52,0.6,-1.159,1.685,1.86,0.316,1.335,0.41600000000000004,-2.1069999999999998,0.685,1.176,2.103,0.9179999999999999,0.514,0.165,0.07,1.3230000000000002,0.226,1.04,0.872,0.17,-1.1909999999999998,-1.743,-0.424,0.23800000000000002,-0.447,0.609,0.151,0.621,0.5660000000000001,-0.04,-0.065,0.126,0.5870000000000001,-0.065,0.278
0.655,0.6409999999999999,-0.92,-0.616,0.733,-0.528,1.666,1.9,0.313,1.335,0.312,-0.802,0.662,1.3659999999999999,2.073,0.753,0.5,0.165,0.063,0.8490000000000001,0.27899999999999997,1.022,0.872,0.168,-1.19,-1.6669999999999998,-0.146,0.32,-0.45299999999999996,0.609,0.15,0.616,-0.368,-0.04,-0.065,0.126,0.39,0.254,0.38
0.792,0.517,-0.499,-0.545,0.446,-0.644,1.7269999999999999,1.9,0.6629999999999999,1.335,0.013999999999999999,-0.575,0.662,1.495,2.085,0.653,0.46299999999999997,-0.366,0.065,0.868,0.342,1.072,0.872,0.166,-1.1909999999999998,-1.555,0.23399999999999999,0.384,-0.455,0.632,0.043,0.629,0.21899999999999997,-0.04,-0.065,0.126,-0.132,-0.41700000000000004,0.775
-0.047,-0.243,-1.048,-0.6890000000000001,0.285,-0.43700000000000006,1.659,1.9180000000000001,-0.49200000000000005,1.335,0.40299999999999997,-0.41,0.442,0.9790000000000001,1.9609999999999999,0.62,0.5870000000000001,0.165,0.07200000000000001,0.6759999999999999,0.11199999999999999,1.301,0.872,0.209,-1.1909999999999998,-1.6269999999999998,-0.18100000000000002,0.057999999999999996,-0.452,0.36200000000000004,1.34,0.076,0.13699999999999998,-0.04,-0.065,0.126,0.626,0.8009999999999999,-0.201
0.503,0.447,-0.753,-0.687,0.48,-0.479,1.6669999999999998,1.902,0.19699999999999998,1.335,-0.871,-0.287,0.368,1.4,1.9040000000000001,0.384,0.171,-0.366,0.065,0.498,0.177,1.103,0.872,0.34,-1.1909999999999998,-1.729,0.21,0.319,-0.456,0.32,0.098,0.017,0.188,-0.04,-0.065,0.305,-0.82,-0.373,0.254
