V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37
0.15690830,0.11221591,0.35019206,0.44581319,0.24666936,0.32534631,0.35017772,0.34783233,0.17485945,0.09088992,0.62543836,0.09859155,0.21720788,0.83138211,0.75264313,0.47956214,0.27527709,0.37508830,0.75196311,0.57393132,0.55420817,0.09832721,0.50221043,0.35714286,0.99203610,0.68427696,0.55763778,0.21876496,0.47593583,0.50707421,0.57921067,0.10022866,0.56544665,0.40913595,0.43186180,0.24441950,0.66008157,0.43484163
0.49210037,0.47840909,0.56017926,0.44924372,0.48055443,0.38786971,0.38556637,0.34280792,0.48464754,0.09088992,0.61046668,0.28147346,0.44349271,0.40390244,0.74745661,0.48718304,0.32922416,0.31245585,0.62146329,0.63111423,0.65988162,0.43961648,0.55555556,0.28302900,0.99203610,0.68337541,0.43212921,0.46577310,0.47593583,0.48985585,0.36645359,0.33320630,0.39081886,0.86078082,0.74623699,0.20002494,0.49056844,0.24871795
0.28330235,0.16122159,0.45294494,0.44784032,0.29201992,0.34444028,0.39066605,0.34280792,0.27259622,0.09088992,0.85230645,0.19783315,0.27486576,0.52227642,0.74147217,0.51932936,0.35048632,0.31245585,0.50056089,0.60252278,0.57441894,0.33414933,0.55555556,0.28302900,0.99203610,0.67264695,0.44975959,0.23982767,0.47579510,0.51561666,0.37451362,0.28899898,0.33964020,0.40626239,0.49338317,0.20738247,0.86451695,0.42473605
0.22258364,0.16946023,0.33530730,0.42413847,0.29551877,0.45039311,0.38293927,0.35055986,0.26783912,0.09088992,0.84367413,0.34539545,0.27141396,0.40829268,0.77618193,0.51932936,0.32537887,0.43748528,0.49769413,0.62130343,0.51292046,0.42615259,0.55555556,0.28383459,0.99203610,0.66336098,0.44840340,0.25801819,0.47621728,0.56019754,0.32031684,0.19956809,0.44029156,0.43747523,0.48863522,0.33333333,0.82959470,0.49728507
0.22103470,0.18110795,0.32778489,0.39981288,0.32768133,0.62560839,0.36176789,0.34381281,0.27000144,0.09088992,0.62152684,0.51115926,0.28969573,0.31772358,0.69140235,0.56741028,0.29789640,0.43748528,0.49831734,0.65213735,0.49343150,0.48878009,0.50221043,0.28410311,0.99203610,0.66300036,0.41659475,0.30253710,0.47706164,0.62253070,0.39772096,0.18368902,0.44571960,0.50000000,0.48863522,0.33333333,0.68391537,0.57858220
0.29213135,0.23409091,0.40941101,0.37813816,0.29013592,0.34968177,0.34044197,0.33907551,0.33227620,0.09088992,0.52940383,0.17118093,0.26693940,0.43821138,0.66666667,0.62851600,0.26803891,0.43748528,0.38264988,0.67848633,0.47192147,0.34618523,0.50221043,0.28356606,0.69179719,0.66074648,0.35914191,0.27668741,0.55389811,0.71022424,0.46122846,0.22230691,0.47487593,0.35225922,0.41286999,0.33333333,0.53020647,0.39185520
0.25000000,0.15696023,0.41213188,0.33135818,0.19055309,0.33133658,0.33997837,0.32472007,0.27821825,0.09088992,0.69112490,0.16554713,0.15443621,0.44975610,0.70237383,0.67784398,0.29439041,0.37508830,0.00037392,0.68549404,0.42500361,0.33761730,0.55555556,0.28276047,0.69179719,0.67048323,0.38269017,0.21828626,0.55347594,0.67965830,0.44872151,0.18889736,0.46433002,0.06252477,0.06253157,0.33333333,0.63866939,0.44268477
0.22335812,0.15724432,0.36459667,0.31654452,0.22029337,0.32085361,0.33070623,0.32472007,0.23641344,0.09088992,0.68073914,0.16641387,0.16760419,0.46211382,0.74606024,0.67784398,0.27697354,0.37508830,0.45880593,0.68395235,0.41417641,0.34700122,0.50221043,0.28343179,0.69179719,0.67472052,0.50117125,0.23551939,0.68786941,0.65042712,0.33796554,0.15447154,0.41129032,0.21591359,0.20456612,0.33333333,0.73719093,0.45294118
0.27679678,0.17528409,0.42397567,0.29549353,0.25716593,0.30026207,0.33132437,0.31524548,0.26452357,0.09088992,0.59441597,0.12936078,0.18652519,0.59073171,0.76161979,0.65719828,0.27900927,0.37508830,0.62445469,0.51702873,0.43958424,0.24908201,0.50221043,0.46321160,0.43137775,0.67354850,0.57218592,0.24892293,0.72248804,0.62132942,0.34408004,0.15434451,0.43998139,0.62504954,0.55682392,0.55555556,0.60209024,0.39487179
0.39095415,0.27670455,0.55265685,0.07391237,0.15085453,0.23736428,0.34878690,0.31538903,0.36557590,0.09088992,0.57890477,0.03358613,0.07478906,0.75609756,0.75184520,0.67507274,0.29472970,0.37508830,0.62545183,0.54744219,0.53125451,0.15034680,0.50221043,0.46307734,0.43137775,0.68012982,0.68240661,0.39779799,0.72192513,0.63948211,0.34213452,0.16552337,0.40555211,0.62504954,0.56258208,0.55555556,0.56818761,0.20286576
0.43308550,0.35340909,0.58146607,0.31124279,0.11546225,0.25945339,0.40411065,0.31553259,0.44255442,1.00000000,0.99946048,0.00628386,0.00000000,0.52780488,0.77179334,0.68103090,0.37039131,0.37508830,0.99875358,0.61737912,0.69279630,0.27621379,0.50221043,0.99879162,0.99203610,0.71889650,0.53051412,0.43082815,0.72262876,0.63788041,0.99513619,0.22306911,0.99953474,0.62504954,0.62501263,0.55555556,0.73400459,0.12503771
0.34773854,0.41008523,0.66821383,0.54779354,0.35419190,0.57506552,0.79384948,0.58886018,0.47080871,0.19190215,0.82775830,0.53954496,0.36716952,0.40520325,0.67923399,0.56089788,0.68502601,0.56251472,0.58107940,0.35753329,0.44348203,0.59118727,0.61332154,0.21173469,0.99230157,0.70212766,0.66539268,0.44231690,0.72122150,0.39241858,0.39772096,0.44435976,0.45021712,0.68747523,0.68754420,0.24441950,0.86604639,0.30633484
0.20043371,0.19928977,0.38028169,0.39529082,0.28300363,0.64807188,0.70854582,0.58225668,0.29421940,0.15155349,0.68195306,0.52481040,0.22078752,0.42975610,0.64572113,0.45406679,0.54014929,0.43748528,0.48298641,0.39943938,0.42254944,0.53406773,0.50221043,0.20985499,0.99230157,0.70861882,0.63148810,0.33125898,0.72108078,0.41684463,0.34560867,0.30818089,0.42695409,0.55687673,0.52843722,0.24441950,0.75796584,0.57209653
0.16527261,0.18380682,0.44414213,0.31202245,0.28879020,0.61063272,0.62586926,0.58225668,0.26452357,0.15155349,0.49109792,0.57009751,0.22858604,0.37203252,0.65549571,0.44533740,0.43700520,0.41676478,0.43150941,0.35276804,0.39771907,0.58669931,0.50221043,0.21213749,0.99230157,0.71943743,0.61361115,0.27764481,0.72023642,0.50680726,0.28585325,0.25825711,0.45393921,0.46026556,0.52843722,0.24441950,0.52498088,0.49185520
0.21669765,0.19914773,0.32810499,0.32964291,0.32983448,0.70310745,0.54875599,0.53416595,0.27101052,0.15155349,0.55489614,0.65113759,0.22078752,0.14813008,0.62178336,0.48718304,0.43700520,0.31245585,0.43013835,0.42620883,0.43294355,0.79008568,0.55555556,0.21092911,0.99230157,0.70636495,0.59277524,0.33987554,0.72094005,0.54337960,0.15230684,0.21798780,0.29900744,0.45550931,0.43186180,0.24441950,0.55455009,0.76425339
0.34897770,0.30596591,0.33754802,0.35396850,0.47557529,0.78210408,0.48678720,0.53000287,0.38215367,0.15155349,0.54410575,0.69035753,0.40386091,0.32260163,0.62996210,0.49563531,0.33386112,0.31245585,0.00012464,0.44849334,0.52605746,0.57303142,0.50928382,0.21186896,0.99230157,0.68409665,0.61176180,0.39492580,0.72065860,0.71449546,0.28307393,0.28188516,0.37856700,0.21591359,0.21598141,0.24441950,0.49349987,0.73695324
0.36074969,0.29119318,0.43982074,0.36098550,0.47772843,0.36578061,0.45170762,0.48406546,0.33227620,0.15155349,0.69072026,0.16316360,0.47558169,0.33593496,0.65968482,0.65054732,0.31655734,0.31245585,0.49557522,0.45213735,0.58986574,0.53304774,0.44444444,0.21938776,0.21449429,0.65335377,0.50265072,0.37865007,0.72136223,0.81980779,0.49082824,0.28455285,0.51256203,0.52606025,0.51570866,0.24441950,0.70927861,0.41116139
0.36369269,0.25781250,0.48847631,0.37642289,0.39617817,0.36091352,0.43949930,0.45549813,0.35202537,0.15155349,0.76908551,0.15384615,0.38263871,0.56260163,0.67404748,0.74975752,0.33058132,0.37508830,0.48847065,0.46124737,0.59997113,0.34720522,0.50221043,0.34344791,0.43137775,0.63550307,0.55739120,0.39588320,0.72122150,0.77722904,0.38576987,0.25406504,0.44835608,0.55687673,0.48863522,0.40740741,0.84055570,0.32443439
0.31040892,0.27997159,0.46382843,0.36379230,0.30964877,0.47697492,0.43749034,0.45549813,0.42064293,0.15155349,0.85770165,0.34279523,0.32536436,0.48861789,0.68262517,0.76499931,0.36530197,0.38544855,0.40683036,0.41219341,0.59823878,0.41819665,0.50221043,0.28343179,0.43190868,0.65191129,0.57082974,0.28961225,0.72136223,0.66417512,0.40772651,0.31910569,0.46789702,0.26991677,0.36599657,0.37348797,0.80474127,0.49743590
0.29135688,0.22812500,0.51392446,0.35303290,0.32108734,0.43766380,0.43749034,0.44315245,0.32492432,0.15155349,0.63852172,0.37508126,0.26987983,0.25544715,0.66088171,0.65304143,0.34743271,0.43748528,0.43200798,0.39873861,0.58611231,0.62749898,0.50221043,0.24355532,0.43190868,0.67445005,0.52225373,0.37482049,0.72108078,0.56273358,0.37520845,0.24822154,0.39500620,0.52368212,0.52278008,0.29629630,0.65969921,0.36349925
0.21065675,0.19857955,0.33018566,0.34710744,0.30265106,0.51403969,0.41647350,0.44171691,0.24578348,0.15155349,0.67359050,0.36966414,0.25773459,0.35756098,0.62916417,0.56782597,0.30004524,0.37508830,0.52212389,0.43503854,0.55074347,0.52182783,0.50221043,0.23630505,0.43217414,0.67967905,0.53199359,0.23743418,0.58373206,0.52202349,0.29252362,0.22662602,0.28830645,0.52843837,0.52843722,0.29629630,0.70532756,0.60180995
0.13599752,0.13338068,0.17205506,0.33213785,0.28004306,0.69449644,0.39437490,0.42506460,0.14732593,0.15155349,0.58214189,0.60173348,0.26617233,0.31642276,0.62218233,0.56782597,0.26147930,0.37508830,0.48822136,0.42186405,0.48116068,0.56242350,0.50221043,0.22757787,0.58136448,0.67399928,0.51621255,0.22881762,0.58443569,0.53390283,0.21511951,0.18178354,0.33374690,0.55687673,0.55682392,0.25925926,0.61190415,0.72202112
0.14188352,0.13267045,0.30585787,0.31529705,0.27762078,0.58966679,0.36995828,0.39893770,0.15712844,0.15155349,0.56582142,0.60303359,0.26105855,0.14146341,0.65769001,0.51447970,0.21737164,0.37508830,0.75495451,0.47456202,0.43857370,0.77254182,0.44444444,0.22328142,0.58083355,0.65723044,0.51806189,0.19770225,0.58387278,0.51254672,0.37729294,0.18267276,0.38337469,0.47869600,0.47873523,0.25925926,0.58539383,0.52986425
0.19299876,0.21008523,0.29545455,0.31825978,0.34423362,0.56982404,0.33827847,0.39893770,0.25803662,0.15155349,0.56325870,0.48884074,0.25479417,0.22536585,0.66108119,0.51697381,0.21590138,0.37508830,0.51551789,0.46306938,0.43857370,0.64667483,0.44444444,0.21938776,0.58109902,0.64542012,0.52188386,0.27046434,0.58429496,0.56767218,0.23360200,0.21074695,0.23635236,0.55687673,0.55682392,0.24441950,0.58705073,0.57601810
0.30947955,0.26846591,0.32778489,0.32153438,0.39012246,0.32796705,0.32344305,0.36950904,0.28629090,0.26514832,0.58254653,0.11765980,0.35860394,0.41203252,0.63534809,0.51697381,0.22834200,0.37508830,0.86526237,0.45998598,0.50974448,0.41330069,0.44444444,0.74812030,0.43562517,0.63946989,0.49476020,0.31737674,0.58513932,0.62546716,0.35005559,0.24263211,0.38864764,0.77279033,0.74431761,0.73325851,0.66199337,0.37692308
0.33906444,0.26150568,0.43870038,0.33946671,0.37881846,0.41145638,0.35605007,0.36261843,0.36038633,0.27274005,0.75775560,0.27432286,0.41217080,0.35739837,0.59186116,0.65262574,0.29133680,0.31245585,0.64165524,0.41990189,0.56084885,0.48837209,0.44444444,0.28732546,0.43323600,0.64686260,0.54074713,0.35519387,0.58485787,0.65870262,0.33699277,0.28747459,0.37593052,0.77279033,0.94322659,0.48148148,0.63255162,0.38989442
0.20368649,0.12698864,0.36411652,0.34367691,0.29726820,0.38225384,0.36640396,0.36261843,0.24463024,0.18185013,0.77933639,0.21451788,0.31552033,0.36455285,0.59824456,0.63004018,0.29450351,0.31245585,0.60201919,0.43868255,0.50757904,0.46532028,0.44444444,0.21186896,0.43137775,0.65434547,0.50918506,0.24413595,0.58570222,0.56994127,0.36867704,0.20503049,0.44153226,0.60225922,0.54550965,0.34318494,0.79977058,0.47918552
0.15938662,0.11505682,0.37900128,0.33665991,0.24895707,0.38412580,0.37320352,0.36175711,0.15280381,0.18185013,0.63825196,0.23748646,0.26041933,0.49772358,0.64911231,0.55535541,0.27753902,0.37508830,0.51402219,0.41443588,0.45300996,0.38678091,0.44444444,0.21133190,0.91292806,0.66489362,0.57329552,0.25562470,0.58570222,0.53990924,0.28251807,0.12245935,0.40214020,0.60225922,0.54550965,0.28881407,0.70392557,0.36726998
0.15768278,0.15099432,0.37243918,0.33120225,0.22285022,0.79333583,0.38973883,0.36089578,0.23208880,0.18185013,0.61559212,0.79414951,0.24303247,0.22406504,0.69140235,0.54856589,0.29846189,0.37508830,0.59404213,0.40672740,0.48043886,0.67339861,0.44444444,0.22314715,0.99203610,0.69951316,0.56047343,0.21062709,0.58570222,0.33902830,0.37770984,0.14202236,0.33839950,0.43182719,0.46024851,0.24441950,0.55493245,0.53770739
0.17224287,0.13892045,0.32890525,0.33556838,0.27048849,0.54736054,0.37165817,0.35960379,0.25558599,0.18185013,0.57350958,0.34756230,0.12886730,0.41365854,0.73249551,0.41125121,0.26916987,0.37508830,0.48709959,0.45844429,0.47480872,0.45410037,0.50221043,0.29806660,0.99203610,0.70302921,0.56478856,0.27094303,0.58584295,0.38267485,0.41842690,0.15701220,0.41997519,0.61930242,0.54550965,0.52587604,0.60859036,0.49969834
0.25666047,0.21193182,0.33530730,0.33915484,0.33400619,0.81355298,0.36393139,0.34768877,0.31324780,0.18185013,0.63393580,0.71007584,0.19930964,0.26926829,0.75264313,0.41887211,0.28387243,0.37508830,0.24890939,0.44162579,0.53933882,0.59016728,0.50221043,0.30075188,0.99203610,0.70744681,0.53630872,0.32120632,0.58654658,0.48598505,0.33212896,0.21836890,0.29373449,0.56678557,0.51894131,0.53335827,0.63382615,0.59336350
0.26177200,0.20880682,0.35147247,0.36722283,0.36711075,0.65818046,0.34909597,0.34768877,0.27980395,0.18185013,0.65538171,0.61690141,0.28228075,0.12292683,0.75423898,0.48385756,0.27493780,0.37508830,0.54443475,0.50007008,0.54496896,0.74969400,0.50221043,0.29256176,0.69710645,0.69554634,0.49697941,0.35040689,0.58682803,0.59249867,0.48443580,0.22611789,0.52124690,0.60840270,0.45267199,0.33333333,0.64669895,0.56546003
0.33178439,0.30326705,0.37275928,0.38234835,0.40479074,0.37251966,0.34291454,0.33476888,0.32607756,0.18185013,0.61532236,0.17789816,0.33405779,0.32991870,0.67863555,0.62117223,0.28342004,0.37508830,0.54331298,0.47414156,0.59376353,0.48898409,0.44444444,0.28813104,0.43111229,0.67922827,0.47996548,0.40545716,0.58696876,0.66243994,0.39966648,0.23869411,0.47503102,0.48295680,0.48863522,0.33333333,0.64886566,0.38567119
0.37871747,0.31818182,0.44302177,0.39326368,0.40209931,0.46199925,0.35944985,0.33519954,0.43722070,0.18185013,0.70663609,0.32481040,0.33367425,0.29317073,0.67145422,0.65027020,0.30637865,0.37508830,0.55016827,0.47330063,0.63938213,0.54855161,0.44444444,0.35163802,0.43137775,0.68707176,0.48773271,0.39636190,0.58725021,0.66243994,0.32392996,0.28988821,0.33622829,0.54548157,0.48863522,0.37037037,0.67282692,0.39864253
0.23915737,0.21420455,0.37467990,0.39123655,0.35244247,0.56682890,0.36609488,0.33591731,0.25630676,0.18185013,0.74629080,0.41408451,0.29851700,0.27642276,0.71633752,0.65996952,0.33137299,0.37508830,0.60201919,0.44751226,0.57456330,0.57711138,0.50221043,0.35069817,0.43137775,0.68400649,0.48255456,0.25753949,0.58640585,0.63027229,0.14952752,0.26257622,0.40089950,0.57391994,0.54550965,0.37037037,0.76574050,0.52488688
0.23667906,0.20809659,0.29641485,0.38047716,0.33131476,0.80718832,0.34971411,0.34022394,0.24780164,0.18185013,0.72012409,0.78829902,0.29225262,0.23788618,0.69758628,0.64292642,0.31712282,0.37508830,0.61548049,0.46391030,0.52836726,0.62668299,0.47804303,0.37432868,0.27156889,0.66579517,0.48144495,0.30062231,0.58668731,0.63494394,0.28710395,0.20426829,0.45549007,0.57857709,0.60228306,0.40740741,0.72775937,0.64736048
0.27989467,0.22784091,0.43982074,0.35895837,0.35513390,0.39123924,0.34260547,0.34022394,0.26827159,0.18185013,0.50714864,0.21278440,0.33469701,0.54943089,0.68781169,0.64292642,0.28036643,0.37508830,0.59541319,0.45466013,0.51754006,0.33986128,0.44444444,0.49207841,0.25537563,0.65443563,0.49525336,0.39540450,0.58654658,0.66510945,0.33977210,0.22548272,0.38135856,0.63069758,0.75007577,0.51851852,0.59431557,0.30844646
0.33008055,0.28366477,0.47023047,0.35802277,0.37733818,0.56008985,0.37181270,0.33189779,0.39166787,0.18185013,0.68438090,0.41885157,0.33124521,0.30000000,0.70855775,0.64154081,0.33895046,0.37508830,0.48759816,0.49782761,0.55492998,0.55548756,0.44444444,0.40400107,0.61295461,0.67039308,0.45419800,0.34514122,0.58739094,0.63227443,0.21025570,0.27756606,0.31389578,0.57391994,0.54550965,0.55555556,0.63815957,0.44027149
0.19842007,0.18735795,0.36923816,0.34757524,0.31906877,0.73418195,0.37366713,0.33548665,0.23814329,0.18185013,0.77744807,0.62426869,0.28675531,0.29138211,0.71494115,0.60579188,0.32764081,0.37508830,0.48772280,0.46979678,0.48650209,0.57405141,0.44444444,0.41031149,0.61852933,0.67526145,0.48576008,0.26854955,0.58682803,0.56687133,0.14327404,0.20579268,0.20735112,0.53834721,0.54550965,0.53086420,0.76663268,0.61553544
0.19439281,0.20255682,0.37243918,0.33447684,0.31247477,0.44178210,0.36995828,0.34065461,0.26192879,0.18185013,0.68208794,0.27172264,0.27103043,0.29528455,0.72950329,0.59387557,0.30524768,0.37508830,0.87461049,0.52529783,0.47581926,0.56813545,0.44444444,0.39809345,0.43217414,0.67084385,0.44963630,0.29822882,0.58725021,0.58408970,0.39285714,0.20579268,0.43005583,0.65913595,0.67804829,0.48148148,0.72699465,0.50814480
0.19996902,0.20411932,0.37035851,0.31638859,0.29498049,0.71059528,0.37629424,0.34209015,0.26928067,0.18185013,0.59360669,0.61213434,0.28394273,0.29447154,0.74067425,0.59401413,0.30242027,0.37508830,0.48884457,0.52291521,0.46845676,0.57527540,0.44444444,0.22261010,0.43190868,0.67850703,0.49463691,0.29248444,0.58654658,0.58408970,0.32420789,0.19232724,0.41780397,0.80112961,0.79836347,0.38109490,0.60310986,0.54238311
0.17998761,0.19545455,0.33754802,0.31685639,0.28044678,0.65630850,0.36563128,0.34209015,0.19518524,0.18185013,0.64256811,0.48624052,0.26259269,0.41804878,0.74306802,0.59401413,0.30242027,0.37508830,0.53384021,0.40406447,0.45892883,0.45818033,0.44444444,0.28786251,0.61826387,0.67886765,0.53569227,0.21541407,0.58682803,0.55312333,0.30975542,0.20248984,0.41361663,0.59849386,0.72966966,0.31599950,0.65498343,0.58461538
0.11880421,0.13622159,0.37500000,0.31997505,0.25111021,0.55260202,0.35620461,0.34065461,0.17154390,0.18185013,0.60062045,0.41950163,0.23075940,0.33349593,0.76979852,0.56588610,0.27075322,0.37508830,0.53296772,0.42789068,0.44709109,0.55038760,0.44444444,0.21764232,0.61826387,0.68571944,0.53273333,0.19291527,0.58725021,0.51815270,0.23804892,0.15091463,0.40787841,0.53983353,0.61369835,0.16298790,0.63420851,0.49984917
0.12035316,0.13977273,0.28457106,0.31997505,0.22015879,0.67016099,0.33920569,0.33519954,0.13334294,0.18185013,0.59832749,0.82990249,0.17872667,0.26569106,0.72990225,0.51544963,0.25593757,0.37508830,0.53446342,0.44498949,0.44117222,0.62566299,0.44444444,0.22220730,0.66206530,0.68346556,0.54025398,0.18334131,0.58682803,0.48838761,0.31739855,0.13363821,0.36476427,0.53408641,0.57864431,0.16298790,0.65090492,0.68250377
0.14358736,0.14005682,0.33354673,0.31685639,0.24922621,0.64694871,0.31927059,0.32759116,0.16909327,0.18185013,0.61923388,0.69490791,0.22641268,0.35268293,0.67484540,0.49854510,0.22687175,0.37508830,0.77601895,0.42242467,0.41966219,0.53263974,0.55555556,0.21938776,0.99177064,0.66714749,0.52965109,0.19722355,0.58696876,0.50400427,0.35297387,0.14723069,0.42354218,0.53408641,0.54550965,0.24441950,0.63344379,0.53393665
0.16775093,0.14531250,0.30857875,0.31373772,0.27089221,0.69112692,0.31447999,0.31524548,0.19489693,0.18185013,0.62422444,0.80541712,0.20915367,0.27333333,0.64891283,0.49397256,0.23083013,0.37508830,0.57385018,0.45255781,0.41922910,0.60709914,0.53315650,0.21133190,0.99177064,0.66660656,0.53507582,0.21780756,0.58682803,0.50467165,0.31197888,0.13986280,0.41764888,0.48860484,0.77280533,0.24441950,0.63165944,0.58129713
0.12561958,0.14289773,0.32826504,0.30874786,0.24868793,0.53201048,0.30489878,0.31524548,0.16130892,0.18185013,0.61775020,0.56533044,0.21516236,0.37772358,0.64751646,0.49397256,0.22381814,0.37508830,0.51389754,0.50245270,0.42153891,0.49020808,0.50221043,0.21227175,0.99203610,0.66588532,0.51991123,0.19483006,0.58767239,0.50320342,0.34394108,0.14329268,0.40353598,0.72542608,0.71027377,0.24441950,0.65141473,0.54901961
0.11973358,0.12286932,0.35355314,0.31545299,0.24882250,0.33058779,0.30613506,0.30706288,0.16707510,0.18185013,0.59374157,0.34734561,0.24137049,0.35463415,0.63734291,0.50907579,0.22381814,0.37508830,0.48747351,0.49460406,0.42370435,0.49306406,0.50221043,0.22435553,0.95142023,0.67643347,0.49685612,0.14360938,0.58584295,0.49679658,0.29752640,0.12970020,0.35514888,0.61930242,0.64774220,0.24441950,0.60387459,0.47933635
0.09649938,0.10269886,0.30441741,0.31903945,0.20966223,0.51104455,0.29840828,0.30404823,0.10191726,0.18185013,0.57512814,0.50162514,0.19266172,0.35723577,0.60941552,0.47734516,0.22958607,0.37508830,0.48896921,0.46433076,0.43005630,0.49061608,0.50221043,0.21804511,0.99177064,0.68517851,0.49685612,0.11249402,0.58668731,0.49679658,0.37312396,0.09349593,0.28427419,0.48860484,0.54550965,0.24441950,0.63535560,0.57134238
0.10083643,0.09133523,0.30937900,0.33260564,0.20104966,0.52639461,0.29624478,0.29988516,0.11907164,0.18185013,0.60183437,0.56576381,0.20109946,0.30959350,0.61260722,0.47110988,0.21182990,0.37508830,0.48772280,0.48563420,0.43020066,0.53529172,0.44444444,0.21952202,0.99203610,0.68373603,0.48477376,0.13212063,0.72150296,0.43379605,0.37090050,0.09349593,0.29342432,0.48860484,0.54550965,0.24441950,0.58730563,0.57088989
0.10223048,0.09886364,0.32202305,0.33494464,0.20104966,0.55372520,0.28589090,0.28782659,0.10826005,0.18185013,0.58349069,0.53022752,0.16568653,0.29121951,0.58268502,0.41277539,0.20640127,0.37508830,0.48772280,0.55585144,0.42254944,0.54589963,0.44444444,0.22193878,0.99177064,0.67417959,0.46332142,0.11584490,0.72192513,0.42018153,0.42704280,0.06986789,0.43362283,0.48860484,0.48863522,0.24441950,0.62541422,0.50241327
0.08674102,0.10582386,0.27416773,0.31872758,0.19701252,0.62523399,0.28094576,0.28782659,0.08245639,0.18185013,0.60237389,0.56229686,0.13883917,0.44894309,0.57650110,0.41277539,0.20085953,0.37508830,0.81478250,0.49011913,0.41302151,0.41105671,0.44444444,0.21710526,0.99177064,0.66714749,0.50018493,0.12015318,0.72220659,0.40122798,0.42940523,0.06859756,0.44029156,0.48860484,0.45075260,0.24441950,0.62184553,0.55460030
0.16325898,0.11903409,0.33466709,0.31124279,0.24236307,0.43391988,0.28434554,0.27878266,0.18451780,0.18185013,0.58376045,0.29620802,0.17322935,0.32682927,0.59285857,0.38631010,0.19192490,0.37508830,0.48797208,0.53384723,0.40912372,0.48653611,0.44444444,0.22086466,0.99123971,0.66543455,0.40673160,0.20631881,0.55347594,0.39402029,0.37798777,0.10200711,0.36802109,0.61930242,0.48863522,0.24441950,0.59864899,0.43484163
0.16263941,0.14332386,0.34138924,0.31326992,0.20239537,0.42456009,0.29068150,0.27835200,0.18884244,0.18185013,0.63272188,0.37161430,0.15724879,0.27983740,0.58168761,0.38811140,0.22585388,0.37508830,0.48660102,0.48983882,0.42327126,0.53794370,0.44444444,0.21562836,0.99177064,0.67445005,0.47910245,0.15222595,0.55347594,0.39321943,0.38799333,0.11102642,0.39050868,0.61930242,0.48863522,0.24441950,0.66008157,0.52911011
0.13305452,0.09786932,0.31850192,0.30952752,0.20952765,0.38150505,0.28712718,0.27777778,0.11748594,0.18185013,0.61694092,0.38374865,0.14587062,0.32000000,0.58687413,0.38852709,0.22709794,0.37508830,0.48847065,0.47484233,0.38515952,0.49755202,0.33775420,0.21307734,0.99256703,0.67967905,0.47959561,0.13499282,0.55361666,0.39255206,0.38021123,0.11102642,0.33855459,0.48860484,0.48863522,0.24441950,0.65816977,0.50799397
0.13925031,0.09843750,0.37291933,0.24512709,0.17386624,0.38786971,0.29021790,0.27275337,0.15640767,0.18185013,0.58929053,0.40888407,0.16760419,0.35186992,0.62677040,0.37758071,0.21952047,0.37508830,0.48660102,0.47414156,0.37808575,0.48245614,0.38225759,0.21133190,0.99256703,0.68319510,0.50585624,0.17568214,0.55347594,0.38307528,0.30989439,0.06656504,0.43393300,0.48860484,0.48863522,0.24441950,0.62566913,0.42760181
0.11725527,0.10582386,0.33978873,0.23249649,0.19109137,0.30438038,0.29809921,0.27275337,0.14948825,0.18185013,0.55988670,0.33737811,0.15034518,0.36747967,0.65589467,0.37758071,0.23976476,0.37508830,0.55004362,0.46545200,0.42081709,0.46164831,0.44444444,0.21173469,0.99309796,0.69581680,0.50030822,0.18334131,0.72108078,0.38307528,0.38868816,0.07926829,0.41129032,0.72780420,0.89352460,0.24441950,0.59609992,0.45520362
0.24535316,0.21605114,0.43277849,0.23811009,0.25716593,0.27592662,0.31834338,0.27677290,0.22560185,0.18185013,0.54504991,0.30769231,0.21861417,0.38195122,0.64512268,0.35541084,0.25401493,0.37508830,0.48734887,0.50455501,0.50613541,0.44084047,0.44444444,0.21146617,0.99362888,0.70654526,0.47996548,0.34992820,0.72122150,0.35597971,0.29752640,0.11674289,0.42431762,0.62594134,0.86746136,0.24441950,0.56105022,0.29381599
0.17100372,0.22301136,0.39900768,0.24824575,0.21477594,0.42193935,0.34492350,0.28438128,0.22934986,0.18185013,0.70744537,0.46825569,0.19112759,0.26878049,0.65968482,0.36414022,0.30185478,0.31245585,0.48784744,0.59523476,0.54800058,0.53916769,0.44444444,0.21106337,0.99336342,0.72412550,0.43940328,0.17280996,0.72122150,0.36679124,0.37423569,0.19181911,0.38399504,0.79835513,0.73492272,0.24441950,0.69857252,0.48521870
0.14699504,0.13650568,0.35835467,0.28099174,0.21639080,0.33732684,0.34770515,0.29514786,0.17745423,0.18185013,0.62260588,0.37161430,0.20403989,0.34926829,0.67225214,0.36580297,0.30185478,0.31245585,0.48784744,0.53833217,0.54727876,0.47184823,0.44444444,0.21106337,0.99362888,0.72403534,0.43558131,0.15988511,0.72065860,0.36892686,0.34797110,0.11725102,0.38477047,0.74435196,0.77280533,0.24441950,0.59660974,0.47164404
